Choice,A_follower_count,A_following_count,A_mentions_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_mentions_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_2,B_network_feature_3
0,9512,12,52.16706846,0.362150068,0.100503359,6.806045259,11.67857143,564.0408163,3722,285,17.14843513,5.878963793,0.610818839,3.583595517,79.40322581,5921.354839
0,236123,858,77.19357338,12.54160129,2.550725068,12.60707242,159.2006472,5131.31068,17842623,46964,16377.1729,0.362150068,0.100503359,1.608248058,10.57403878,1376.618332
1,6154,1071,23.88609781,2.1644765,1.142198479,2.352981925,110.8971963,2178.934579,1323,669,0.608280084,0.100503359,0.100503359,0.100503359,29.5,994
0,34463,29808,15.43049762,8.204331198,0.332423044,6.988814957,75.53030303,1916.893939,2273871,4524,6782.405338,12.95572329,2.791860977,66.2062083,6.859364312,1113.202016
1,272,733,1.566738198,1.574398779,0.337131953,1.052308108,28.5,554.5,364,927,0.551680478,0.834980863,0.339522141,0.832590675,1.5,122
0,3525,3115,0.100503359,0.100503359,0.100503359,0.100503359,0,0,126738,779,171.8195552,4.411322664,1.530222492,4.202882585,126.0441595,3627.968661
1,182598,1402,145.8449097,23.5491893,0.100503359,15.95324256,276.4965157,8038.066202,47006,7814,80.42457509,4.502351131,0.100503359,5.527498266,199.3955696,4093.158228
0,78083,679,165.5944836,5.186266845,2.41683137,7.179363785,82.98695652,3777.766667,462071,331717,201.09843,0.100503359,0.100503359,0.100503359,24.63387978,2543.060109
0,1221,313,0.367462556,0.100503359,0.100503359,0.100503359,9,1096,163145,906,182.1755684,11.60766804,3.59001979,9.605154521,82.93865906,1809.650499
1,78083,679,165.5944836,5.186266845,2.41683137,7.179363785,82.98695652,3777.766667,41765,185,1529.643058,76.80951445,5.392171096,104.4386255,50.13204173,3585.789866
1,1481379,147521,9902.070379,10.43846039,0.100503359,193.0724182,10.96414426,1035.955493,3914,1439,2.404212204,0.100503359,0.100503359,0.100503359,18.77777778,899
1,9542820,2069,4336.358286,7.37699597,1.838380721,3.113625134,16.38513842,3413.41185,45589,862,148.8542792,27.88176793,3.333491804,23.86128172,127.4042934,2833.847943
0,96531,87,81.56173426,6.59024511,2.339133238,12.08964461,9.208754209,2112.074074,5501,5908,7.19638941,1.772288783,0.341936472,0.825192942,86.32142857,1704.928571
0,5996,906,15.05020801,0.837168976,0.349326776,0.588345558,50.64705882,1483.985294,47006,7814,80.42457509,4.502351131,0.100503359,5.527498266,199.3955696,4093.158228
1,1891961,302,1595.795232,2.476541752,1.051846156,7.46288494,66.64190981,2917.682527,1780218,2,1876.310191,2.593691295,1.803465374,4.840317264,67.32928177,3894.498527
1,356712,2070,24.82391035,2.144406357,0.605766716,1.627038907,258.2553191,8133,3525,3115,0.100503359,0.100503359,0.100503359,0.100503359,0,0
0,5501,5908,7.19638941,1.772288783,0.341936472,0.825192942,86.32142857,1704.928571,96531,87,81.56173426,6.59024511,2.339133238,12.08964461,9.208754209,2112.074074
0,488553,38857,44.92958504,2.299665752,0.571441826,2.297275564,396.4327485,14225.17544,282305,2114,38.81280943,7.518898903,0.837941585,5.010178747,379.3117647,32020.81176
1,49326,42259,0.4523399,0.100503359,0.100503359,0.100503359,43,1651.5,279,40,0.294043527,0.100503359,0.100503359,0.100503359,1,37
1,5922518,483,65758.40354,1.61241011,0.100503359,2.631606754,6.015693853,1199.636812,57840,27137,271.7598603,13.07938778,0.100503359,12.64288125,294.1707317,8733.976718
1,130850,3394,92.86965112,2.548047615,0.100503359,3.036687975,102.5730028,10481.73554,3741,1635,0.565491078,0.100503359,0.100503359,0.351840144,0,7.5
1,45589,862,148.8542792,27.88176793,3.333491804,23.86128172,127.4042934,2833.847943,1203,689,0.581003784,1.642786259,0.100503359,2.153153287,0.5,317.5
0,565,613,11.7772064,5.644562091,1.866505408,5.865445093,76.5,2505.852941,44034,2974,223.9145258,23.68867081,9.26024468,21.05030968,332.8233296,9018.235561
0,44877,678,275.5777347,6.785894064,0.849790132,9.826332229,54.26628352,1410.497126,19209,824,66.47538148,0.100503359,0.100503359,0.100503359,230.9921569,9439.768627
1,3171023,5171,1111.082668,4.850486325,0.100503359,4.401496085,19.44187403,2256.540241,352126,499,476.9250461,6.710280804,0.100503359,7.974548502,54.19958093,4991.589838
1,508213,554,3619.31077,7.828675702,2.267574259,23.62132386,47.61790808,2314.93336,11427,1951,31.20189707,12.70863997,1.091425381,16.99421869,322.8425197,6522.992126
0,470926,322,1005.888413,6.196929416,2.897666238,17.97128034,39.06679861,2468.15141,100836,144,512.4444929,4.589756622,1.844931707,5.110850601,30.7592068,1251.028329
0,1203,689,0.581003784,1.642786259,0.100503359,2.153153287,0.5,317.5,6225470,381,16532.60226,6.292393245,4.340211535,11.88687309,10.29783072,1115.07744
0,125438,983,55.13726596,2.251398297,0.100503359,7.207908455,217.2416667,6466.733333,392738,9364,258.523924,7.471339626,0.595962081,10.99913362,41.01621074,3042.892604
1,48711,22845,61.92480424,0.100503359,0.100503359,0.100503359,80.34334764,4431.682403,2403,1,40.23655336,51.62000484,0.100503359,42.63042631,10.02721088,1486.306122
0,392738,9364,258.523924,7.471339626,0.595962081,10.99913362,41.01621074,3042.892604,57840,27137,271.7598603,13.07938778,0.100503359,12.64288125,294.1707317,8733.976718
0,480412,11948,1795.525546,4.534987444,1.318140223,15.82591557,60.81466192,2695.612527,78083,679,165.5944836,5.186266845,2.41683137,7.179363785,82.98695652,3777.766667
0,127,106,1.093772443,0.367462556,0.100503359,0.623902496,105.4,1190,541611,2140,2418.369859,13.92558482,0.100503359,32.97302392,59.1202268,4861.4109
0,323,542,0.100503359,0.100503359,0.100503359,0.608280084,0,0,9679,322,9.60716309,0.100503359,0.100503359,0.100503359,26.76190476,1770
1,126738,779,171.8195552,4.411322664,1.530222492,4.202882585,126.0441595,3627.968661,1433,249,0.339522141,0.359533601,0.100503359,0.867284683,0,0
0,565,613,11.7772064,5.644562091,1.866505408,5.865445093,76.5,2505.852941,21591,1179,90.45650585,5.709328648,1.111158822,5.176620024,18.44297082,1330.366048
1,48711,22845,61.92480424,0.100503359,0.100503359,0.100503359,80.34334764,4431.682403,65264,956,226.7635499,3.781664532,2.047937242,3.063719197,68.70819304,1766.30752
0,7147,737,2.332989727,0.862129981,0.100503359,1.357588703,13.27272727,520.1818182,154830,10613,138.7577424,3.5578318,0.341936472,3.81385001,126.0718232,6302.39779
0,128305,213,140.038427,2.14953593,0.100503359,19.43406988,29.99364407,1643.379237,739581,10723,102.0267501,1.537321816,1.054358039,3.467753982,11.19168591,966.1939954
1,263614,759,110.4102599,1.623833794,0.100503359,1.118621468,96.04357298,2606.679739,2651,2838,15.75812622,14.17829981,1.368779512,6.621654561,89.03174603,3293.31746
1,513424,6,755.6325931,4.765334887,0.586102452,6.59206719,22.89159638,1386.830366,1205166,3329,55.79500987,1.557779248,0.334765667,2.511536377,55.48333333,62386.91667
0,100836,144,512.4444929,4.589756622,1.844931707,5.110850601,30.7592068,1251.028329,3302480,550744,936.6361264,41.31718936,0.595962081,42.81370448,69.15087248,3456.096107
1,265258,209,631.9159463,5.460985488,0.100503359,7.498126498,3.826313828,506.6921357,298668,551,493.2563794,4.115212281,0.854539102,3.075462809,75.97009804,3865.446569
0,44034,2974,223.9145258,23.68867081,9.26024468,21.05030968,332.8233296,9018.235561,1259676,337,908.6493215,12.02178122,7.56564294,12.79238145,10.04866608,1326.842861
1,95,120,0.356943299,0.356943299,0.356943299,0.356943299,0,0,38,0,0.100503359,0.100503359,0.100503359,0.346838542,0,0
1,420965,54,452.7589135,0.100503359,0.100503359,0.337131953,46.27786841,2240.958673,1241,669,4.617957871,1.03994254,0.571394261,0.803313946,122.0555556,2031.055556
1,154830,10613,138.7577424,3.5578318,0.341936472,3.81385001,126.0718232,6302.39779,504004,3109,311.8003107,4.486090163,1.049407923,4.806823324,48.53281853,1554.489575
0,2208080,240,1404.436304,2.596748677,0.100503359,5.559490449,75.87855297,2812.668562,1780218,2,1876.310191,2.593691295,1.803465374,4.840317264,67.32928177,3894.498527
0,119001,119704,63.60326158,11.2328519,0.100503359,6.628896724,167.9130435,6161.917874,3893,1059,3.260473308,1.100823764,0.100503359,1.100823764,95.8,2188.733333
0,219,148,0.758307371,0.100503359,0.100503359,0.100503359,205,3922.666667,177796,0,9.148384108,0.100503359,0.100503359,0.100503359,66.61904762,1681.238095
0,488750,320,1207.190077,0.842022025,0.593198607,7.044734545,7.859817814,637.9832996,405315,128127,131.5976276,7.381612504,0.100503359,7.406416233,231.5891608,9587.66958
0,1294,1254,0.929878955,0.88036834,0.626492799,0.88036834,159.5,2265.5,655,35,0.603176929,0.100503359,0.100503359,0.100503359,68.5,1145.5
1,206818,15196,15.210108,0.100503359,0.100503359,0.100503359,321.1884058,17454.11594,823481,2667,87.60765569,6.6549459,2.615794203,5.048747779,58.41408451,3523.250704
1,265258,209,631.9159463,5.460985488,0.100503359,7.498126498,3.826313828,506.6921357,3106,3232,4.12499755,0.100503359,0.100503359,1.109067979,5,531.9444444
1,1352348,331,19129.84866,2.065418033,0.580955254,16.2815025,3.092447697,597.5636364,44034,2974,223.9145258,23.68867081,9.26024468,21.05030968,332.8233296,9018.235561
1,739581,10723,102.0267501,1.537321816,1.054358039,3.467753982,11.19168591,966.1939954,228,302,0.583979388,0.100503359,0.100503359,0.362150068,166.5,11355
1,676,243,1.982530863,0.100503359,0.100503359,36.40163972,4.666666667,269.5,614689,400,199.6182962,9.366192242,0.359533601,4.094487553,39.19374069,2565.612519
0,127,36,0.100503359,0.100503359,0.100503359,0.34437519,0,0,1043,81,2.718281338,0.100503359,0.100503359,0.100503359,21.5,1412.3
0,44034,2974,223.9145258,23.68867081,9.26024468,21.05030968,332.8233296,9018.235561,65264,956,226.7635499,3.781664532,2.047937242,3.063719197,68.70819304,1766.30752
1,119001,119704,63.60326158,11.2328519,0.100503359,6.628896724,167.9130435,6161.917874,28613,3557,0.751434251,0.100503359,0.100503359,0.100503359,2.666666667,218.3333333
0,41765,185,1529.643058,76.80951445,5.392171096,104.4386255,50.13204173,3585.789866,823481,2667,87.60765569,6.6549459,2.615794203,5.048747779,58.41408451,3523.250704
1,24437,279,12.3557961,2.135767312,0.599382241,4.666364775,117.0980392,6075.882353,223,168,0.349326776,0.100503359,0.100503359,0.100503359,77,3047
0,20,7,7.690823732,1.33150798,0.100503359,2.830626801,2,96.16666667,323,542,0.100503359,0.100503359,0.100503359,0.608280084,0,0
0,1354,375,12.85534197,3.226600505,1.537883539,3.251456476,43.31428571,1991.171429,21591,1179,90.45650585,5.709328648,1.111158822,5.176620024,18.44297082,1330.366048
1,41367,71,32.54965274,4.590730462,1.587365184,10.83237551,14.99186992,2044.910569,138235,780,267.4365113,32.38155115,3.495342668,26.6084698,27.47856315,4345.216686
1,34463,29808,15.43049762,8.204331198,0.332423044,6.988814957,75.53030303,1916.893939,871652,140,133.2133449,2.622550291,1.121160223,2.622550291,135.1584507,5187.5
0,405315,128127,131.5976276,7.381612504,0.100503359,7.406416233,231.5891608,9587.66958,1912232,33395,38159.53861,2.173241402,0.623796778,4.143115243,19.24536275,1027.420978
1,1607541,93,389.5331197,0.359533601,0.100503359,0.849790132,9.979033197,774.3989517,158467,154157,299.6078791,0.100503359,0.100503359,0.100503359,122.252802,11514.81196
1,1209835,3,86.82008384,0.100503359,0.100503359,0.100503359,36.5255102,2729.609694,223,168,0.349326776,0.100503359,0.100503359,0.100503359,77,3047
0,3638,3341,2.793577201,2.594089268,0.598150194,3.802143416,9.416666667,489.0833333,723800,328,1695.430195,3.581056819,1.85822627,6.484085949,13.59848771,1336.213611
0,10693,935,0.634421754,0.367462556,0.100503359,0.367462556,50.5,3452.5,266407,1592,660.8972631,28.25799996,0.839682343,20.72266499,66.39598997,2706.108187
1,405315,128127,131.5976276,7.381612504,0.100503359,7.406416233,231.5891608,9587.66958,1433,249,0.339522141,0.359533601,0.100503359,0.867284683,0,0
1,627949,150866,246.4038455,21.260939,1.320681034,15.27806577,235.7872648,11977.04342,655,562,1.151363202,0.573760547,0.100503359,0.569051638,10,602.5
1,53678,1751,191.4388697,0.100503359,0.100503359,0.100503359,15.17656766,3087.463696,4189,2094,6.697365536,4.48360724,1.332954575,3.773553415,79.20689655,2846.793103
0,279,40,0.294043527,0.100503359,0.100503359,0.100503359,1,37,7185698,30,29146.95646,0.100503359,0.100503359,4.502396413,4.061065794,649.1564853
0,5941,1615,39.58957118,1.515953071,0.100503359,1.281690763,63.99152542,2503.949153,19562,17637,572.8748555,27.55204041,7.167556746,32.10190616,23.46929577,1395.845634
0,323,542,0.100503359,0.100503359,0.100503359,0.608280084,0,0,1706188,402,837.5800523,7.621259366,2.60905999,4.866270991,21.28910134,1937.639388
1,501043,3289,307.8053912,2.103644113,0.60409115,2.832401376,70.65880218,4390.37931,14843,12352,48.53027062,17.88875172,1.848025014,13.93927832,184.7117647,10791.74706
1,1766,788,1.202348431,0.100503359,0.100503359,0.100503359,238.4,2977.2,1993,1384,5.166462999,0.337131953,0.337131953,1.087176876,57.30769231,1445.846154
1,1271,1503,0.297973177,0.100503359,0.100503359,0.100503359,0,12,146298,49266,146.3112266,1.308355528,0.100503359,4.035825937,54.80230643,1953.62603
0,3525,3115,0.100503359,0.100503359,0.100503359,0.100503359,0,0,96531,87,81.56173426,6.59024511,2.339133238,12.08964461,9.208754209,2112.074074
0,267,352,0.301982614,0.334765667,0.100503359,0.566685352,92,1299,128305,213,140.038427,2.14953593,0.100503359,19.43406988,29.99364407,1643.379237
0,267,352,0.301982614,0.334765667,0.100503359,0.566685352,92,1299,1354,375,12.85534197,3.226600505,1.537883539,3.251456476,43.31428571,1991.171429
1,1720,540,5.161848286,2.324112453,0.608895669,3.813660827,94.5,1823.428571,5501,5908,7.19638941,1.772288783,0.341936472,0.825192942,86.32142857,1704.928571
0,1426,543,0.549583038,0.100503359,0.100503359,0.825715595,718.5,14360,1321031,318,659.2958403,5.855471996,0.100503359,6.609814975,19.70559779,1764.042847
0,95,120,0.356943299,0.356943299,0.356943299,0.356943299,0,0,173872,2804,346.5474983,6.812973884,1.337915226,7.574686688,268.1329827,9307.214876
1,78083,679,165.5944836,5.186266845,2.41683137,7.179363785,82.98695652,3777.766667,20542,635,10.99055651,1.095797028,0.598150194,2.077718034,35.45238095,2758.52381
1,2814,2311,5.555200573,1.588380663,0.356943299,1.356460977,59.9,1315.75,1368,647,2.016079357,1.132162393,0.603583181,1.116696205,43.55555556,1101.888889
1,45589,862,148.8542792,27.88176793,3.333491804,23.86128172,127.4042934,2833.847943,3106,3232,4.12499755,0.100503359,0.100503359,1.109067979,5,531.9444444
0,2403,1,40.23655336,51.62000484,0.100503359,42.63042631,10.02721088,1486.306122,627,1993,2.22317887,7.049858656,1.295936763,4.05226713,14.55555556,338.7777778
1,15385,673,55.99354588,6.946233255,0.341936472,6.503977478,152.495098,3286.617647,3525,3115,0.100503359,0.100503359,0.100503359,0.100503359,0,0
1,750,997,2.292464513,5.135357861,2.03245874,4.423155794,192.3636364,3855.727273,565,613,11.7772064,5.644562091,1.866505408,5.865445093,76.5,2505.852941
1,2326,88,7.11713659,1.929572967,0.100503359,1.122151636,73.48148148,2157.851852,17531,868,29.72694834,4.703348031,1.116996934,7.254341938,48.63063063,2006.756757
0,638283,150,20677.88345,1.326086999,0.100503359,33.68290205,0.947575406,480.5420134,2774790,20342,5088.577165,0.810460608,0.339522141,1.081757307,4.78133907,454.9678946
1,364,62,0.100503359,0.100503359,0.100503359,0.100503359,0,0,2574,727,6.852876719,0.349326776,0.100503359,0.583589084,60.95652174,2354.478261
0,314,398,2.911756281,1.546347246,0.332423044,1.333844661,16.11111111,495.7777778,173872,2804,346.5474983,6.812973884,1.337915226,7.574686688,268.1329827,9307.214876
0,2403,1,40.23655336,51.62000484,0.100503359,42.63042631,10.02721088,1486.306122,823481,2667,87.60765569,6.6549459,2.615794203,5.048747779,58.41408451,3523.250704
0,119001,119704,63.60326158,11.2328519,0.100503359,6.628896724,167.9130435,6161.917874,131920,364,651.7651338,4.801919843,0.341936472,7.054044163,59.58900634,1840.874419
1,4189,2094,6.697365536,4.48360724,1.332954575,3.773553415,79.20689655,2846.793103,598,600,12.53297639,3.069584115,0.100503359,2.764762084,53.63636364,1453.636364
0,1354,375,12.85534197,3.226600505,1.537883539,3.251456476,43.31428571,1991.171429,1040229,725,1420.43804,2.807441782,0.860356879,9.028718324,83.0368755,4524.141554
0,4363,221,7.362301949,4.031142365,0.860755107,2.563720818,109.6956522,5559.869565,128305,213,140.038427,2.14953593,0.100503359,19.43406988,29.99364407,1643.379237
0,44034,2974,223.9145258,23.68867081,9.26024468,21.05030968,332.8233296,9018.235561,57840,27137,271.7598603,13.07938778,0.100503359,12.64288125,294.1707317,8733.976718
1,541611,2140,2418.369859,13.92558482,0.100503359,32.97302392,59.1202268,4861.4109,5501,5908,7.19638941,1.772288783,0.341936472,0.825192942,86.32142857,1704.928571
1,126738,779,171.8195552,4.411322664,1.530222492,4.202882585,126.0441595,3627.968661,130878,5409,14.44166406,0.875213638,0.100503359,26.19189303,18.90196078,4006.686275
0,1203,689,0.581003784,1.642786259,0.100503359,2.153153287,0.5,317.5,1221,313,0.367462556,0.100503359,0.100503359,0.100503359,9,1096
1,14843,12352,48.53027062,17.88875172,1.848025014,13.93927832,184.7117647,10791.74706,130878,5409,14.44166406,0.875213638,0.100503359,26.19189303,18.90196078,4006.686275
1,480412,11948,1795.525546,4.534987444,1.318140223,15.82591557,60.81466192,2695.612527,16978,6715,0.332423044,0.100503359,0.100503359,3.342998511,130,2874
1,3764,703,5.270620537,2.338332561,0.100503359,1.59653867,139.4444444,4573.888889,125438,983,55.13726596,2.251398297,0.100503359,7.207908455,217.2416667,6466.733333
1,11330,262,5.396528072,1.867547564,0.337131953,0.838050153,35.16,746.92,221,285,1.988668961,0.337131953,0.100503359,0.337131953,0.777777778,145.2222222
1,57840,27137,271.7598603,13.07938778,0.100503359,12.64288125,294.1707317,8733.976718,95,120,0.356943299,0.356943299,0.356943299,0.356943299,0,0
0,671,215,0.354378899,0.100503359,0.100503359,0.100503359,1,148,11147,1500,40.59251241,19.64806445,1.861765207,12.26102921,107.4318182,2481.136364
0,4021,156,0.936934904,2.134653528,0.354378899,1.367898107,16,406.5,10424,658,36.59513601,15.32753133,0.610818839,9.01268108,214.9855072,3175.195652
0,1834007,773,1674.266909,29.3318518,7.308293446,17.65970962,53.22601447,2662.894778,1404323,563,967.7206417,4.473798492,0.805680232,6.24180594,57.64383892,3201.293706
0,364,927,0.551680478,0.834980863,0.339522141,0.832590675,1.5,122,725,645,4.108298711,1.568909382,0.83470637,1.832664977,128.8,2381.466667
0,889300,183,3237.313873,18.11728136,0.852602135,90.14584135,10.02859198,1180.805341,392738,9364,258.523924,7.471339626,0.595962081,10.99913362,41.01621074,3042.892604
0,38,0,0.100503359,0.100503359,0.100503359,0.346838542,0,0,228,302,0.583979388,0.100503359,0.100503359,0.362150068,166.5,11355
1,100836,144,512.4444929,4.589756622,1.844931707,5.110850601,30.7592068,1251.028329,676,243,1.982530863,0.100503359,0.100503359,36.40163972,4.666666667,269.5
0,127,36,0.100503359,0.100503359,0.100503359,0.34437519,0,0,1912232,33395,38159.53861,2.173241402,0.623796778,4.143115243,19.24536275,1027.420978
1,125438,983,55.13726596,2.251398297,0.100503359,7.207908455,217.2416667,6466.733333,24437,279,12.3557961,2.135767312,0.599382241,4.666364775,117.0980392,6075.882353
0,7185698,30,29146.95646,0.100503359,0.100503359,4.502396413,4.061065794,649.1564853,15002,1945,98.50741684,25.64641411,0.839508908,23.35146241,83.4039548,3133.562147
1,9679,322,9.60716309,0.100503359,0.100503359,0.100503359,26.76190476,1770,209,454,0.613409142,0.100503359,0.100503359,0.100503359,0.5,9
1,57840,27137,271.7598603,13.07938778,0.100503359,12.64288125,294.1707317,8733.976718,1221,313,0.367462556,0.100503359,0.100503359,0.100503359,9,1096
1,15385,673,55.99354588,6.946233255,0.341936472,6.503977478,152.495098,3286.617647,3200,3256,0.290192078,0.362150068,0.100503359,0.362150068,0,11
0,1203,689,0.581003784,1.642786259,0.100503359,2.153153287,0.5,317.5,1043,974,0.100503359,1.134269524,0.100503359,1.637349347,0,0
0,5501,5908,7.19638941,1.772288783,0.341936472,0.825192942,86.32142857,1704.928571,117913,1299,189.7552298,11.29483069,2.567269167,10.9337661,185.5420326,5535.939774
1,1706188,402,837.5800523,7.621259366,2.60905999,4.866270991,21.28910134,1937.639388,356712,2070,24.82391035,2.144406357,0.605766716,1.627038907,258.2553191,8133
0,3741,1635,0.565491078,0.100503359,0.100503359,0.351840144,0,7.5,120772,468,660.3840858,5.02997589,2.313890145,6.305116118,60.59658849,2013.164606
1,580544,2799,296.9782053,15.03302568,4.807179812,8.262063127,87.18377483,3547.782285,34463,29808,15.43049762,8.204331198,0.332423044,6.988814957,75.53030303,1916.893939
1,98788,2354,385.7953553,8.361112757,5.092200727,10.77741899,61.63973314,2080.33358,67736,30523,48.7654172,12.2462332,0.100503359,9.000103709,153.703125,4391.677083
0,6231,555,67.57738263,1.833267817,0.346838542,4.774050789,209.7296137,5612.39485,1634478,12567,12725.70972,21.75985933,7.262186383,16.69141777,24.4788244,2299.088294
1,100836,144,512.4444929,4.589756622,1.844931707,5.110850601,30.7592068,1251.028329,1043,974,0.100503359,1.134269524,0.100503359,1.637349347,0,0
0,34463,29808,15.43049762,8.204331198,0.332423044,6.988814957,75.53030303,1916.893939,266407,1592,660.8972631,28.25799996,0.839682343,20.72266499,66.39598997,2706.108187
1,541611,2140,2418.369859,13.92558482,0.100503359,32.97302392,59.1202268,4861.4109,279,40,0.294043527,0.100503359,0.100503359,0.100503359,1,37
1,143101,128686,874.2128732,4.49847062,0.100503359,34.97797772,105.7347811,5276.96262,1271,1503,0.297973177,0.100503359,0.100503359,0.100503359,0,12
1,4901,1313,14.82061946,0.893372176,0.100503359,0.626439674,54.53125,1619.140625,6029,3353,19.66044715,7.034633096,0.354378899,10.34010779,64.64912281,2148.421053
0,3893,1059,3.260473308,1.100823764,0.100503359,1.100823764,95.8,2188.733333,725,645,4.108298711,1.568909382,0.83470637,1.832664977,128.8,2381.466667
0,2014,1943,0.75684347,0.334765667,0.100503359,1.328776303,74.66666667,2346.333333,2273871,4524,6782.405338,12.95572329,2.791860977,66.2062083,6.859364312,1113.202016
1,2774790,20342,5088.577165,0.810460608,0.339522141,1.081757307,4.78133907,454.9678946,1205166,3329,55.79500987,1.557779248,0.334765667,2.511536377,55.48333333,62386.91667
1,24437,279,12.3557961,2.135767312,0.599382241,4.666364775,117.0980392,6075.882353,335,469,0.100503359,0.100503359,0.100503359,0.100503359,0,0
1,638283,150,20677.88345,1.326086999,0.100503359,33.68290205,0.947575406,480.5420134,2470,357,1.12647413,0.337131953,0.337131953,0.596162195,60.6,1983
1,1040229,725,1420.43804,2.807441782,0.860356879,9.028718324,83.0368755,4524.141554,5342840,33401,173636.239,11.40883937,1.652900203,13.48526577,5.348202643,1230.512781
0,96531,87,81.56173426,6.59024511,2.339133238,12.08964461,9.208754209,2112.074074,125438,983,55.13726596,2.251398297,0.100503359,7.207908455,217.2416667,6466.733333
1,356712,2070,24.82391035,2.144406357,0.605766716,1.627038907,258.2553191,8133,119001,119704,63.60326158,11.2328519,0.100503359,6.628896724,167.9130435,6161.917874
1,44034,2974,223.9145258,23.68867081,9.26024468,21.05030968,332.8233296,9018.235561,8168488,76,2821.694234,2.605210663,0.583369585,2.381687112,11.97713598,2056.461592
1,186557,90762,489.1063787,0.100503359,0.100503359,0.100503359,309.2204929,20356.01556,598,600,12.53297639,3.069584115,0.100503359,2.764762084,53.63636364,1453.636364
1,11821,371,99.65117234,9.564792163,2.847754929,9.606785112,63.97832817,2237.210526,521,186,0.100503359,0.100503359,0.100503359,0.100503359,0,0
1,4363,221,7.362301949,4.031142365,0.860755107,2.563720818,109.6956522,5559.869565,254,341,6.525792408,1.33289796,0.351840144,1.567160268,74.33333333,2138.238095
1,758,694,3.057205239,1.354699305,0.849486979,1.596132418,139.5,2805.4,637,602,1.099423667,0.613383239,0.100503359,0.610818839,8.25,782.75
1,242529,7561,242.6336355,7.198330439,2.040511085,10.07392135,63.09899889,8653.065628,39262,848,40.4950207,3.2276769,0.564342729,1.070320709,132.0306748,2931.515337
1,2273871,4524,6782.405338,12.95572329,2.791860977,66.2062083,6.859364312,1113.202016,11147,1500,40.59251241,19.64806445,1.861765207,12.26102921,107.4318182,2481.136364
0,750,997,2.292464513,5.135357861,2.03245874,4.423155794,192.3636364,3855.727273,126738,779,171.8195552,4.411322664,1.530222492,4.202882585,126.0441595,3627.968661
0,337,226,0.566732441,0.803290283,0.569027975,0.803290283,29.5,597.5,963,437,4.975692217,1.518004006,0.339522141,2.506357051,355.3181818,11665.13636
0,223,168,0.349326776,0.100503359,0.100503359,0.100503359,77,3047,34463,29808,15.43049762,8.204331198,0.332423044,6.988814957,75.53030303,1916.893939
1,7554,1711,21.60186597,6.764657043,1.119726699,4.563246324,48.5,1993.627907,154830,10613,138.7577424,3.5578318,0.341936472,3.81385001,126.0718232,6302.39779
0,4575,639,8.088620995,0.613383239,0.100503359,0.356943299,166.3333333,3352.944444,131210,369,29.14356055,4.34757829,0.334765667,3.845782769,258.7698413,6480.007937
1,119001,119704,63.60326158,11.2328519,0.100503359,6.628896724,167.9130435,6161.917874,4189,2094,6.697365536,4.48360724,1.332954575,3.773553415,79.20689655,2846.793103
0,5501,5908,7.19638941,1.772288783,0.341936472,0.825192942,86.32142857,1704.928571,5941,1615,39.58957118,1.515953071,0.100503359,1.281690763,63.99152542,2503.949153
1,92462,692,141.5032042,3.787262788,0.596412376,3.041914981,97.38593482,4638.421955,163145,906,182.1755684,11.60766804,3.59001979,9.605154521,82.93865906,1809.650499
1,7360339,95,12473.15006,5.323947293,1.353623527,8.266238728,7.320319919,838.4865891,25195,1443,1.661163736,0.354378899,0.354378899,5.062816338,6,6531
1,47006,7814,80.42457509,4.502351131,0.100503359,5.527498266,199.3955696,4093.158228,1294,431,0.555204168,0.100503359,0.100503359,0.595962081,836,11447.5
1,4947410,112,1774.213927,0.100503359,0.100503359,0.100503359,26.54419364,3068.022437,11018,160,2.928974511,0.100503359,0.100503359,0.590858926,19.5,1779.7
1,33669,29327,128.414854,6.556255018,0.339522141,12.29220538,72.77922078,3492.194805,146298,49266,146.3112266,1.308355528,0.100503359,4.035825937,54.80230643,1953.62603
0,173872,2804,346.5474983,6.812973884,1.337915226,7.574686688,268.1329827,9307.214876,1706188,402,837.5800523,7.621259366,2.60905999,4.866270991,21.28910134,1937.639388
1,96531,87,81.56173426,6.59024511,2.339133238,12.08964461,9.208754209,2112.074074,462071,331717,201.09843,0.100503359,0.100503359,0.100503359,24.63387978,2543.060109
1,10811,3533,45.64117734,17.33337859,0.805680232,13.4653437,132.3405405,3301.264865,901,789,0.334765667,0.100503359,0.100503359,0.100503359,4,76
1,10270,5625,74.53796549,0.100503359,0.100503359,3.318645254,73.37444934,4133.123348,23230,495,118.0524319,6.373205373,0.840719745,9.827004944,105.2106383,3589.004255
1,392738,9364,258.523924,7.471339626,0.595962081,10.99913362,41.01621074,3042.892604,2651,2838,15.75812622,14.17829981,1.368779512,6.621654561,89.03174603,3293.31746
0,5501,5908,7.19638941,1.772288783,0.341936472,0.825192942,86.32142857,1704.928571,580544,2799,296.9782053,15.03302568,4.807179812,8.262063127,87.18377483,3547.782285
0,20384,896,39.28412152,1.586275776,0.600663561,1.571885411,103.4730539,6993.964072,381077,18,475.2928637,8.130343229,3.866599876,11.10870512,22.35697115,1063.123798
